jornada,equipo,partidos_jugados,goles_marcados_pp,goles_encajados_pp,victorias_pp,empates_pp,Amarillo_pp,Amarillo-Rojo_pp,Córners_pp,Duelos_pp,Faltas cometidas_pp,Fuera de juego_pp,Pases exitosos_pp,Pases ges._pp,Posesión de balón en %_pp,Rojo_pp,Tiros a puerta_pp,goles_marcados_racha,goles_encajados_racha,victoria_racha,empate_racha,derrota_racha,Amarillo_racha,Amarillo-Rojo_racha,Córners_racha,Duelos_racha,Faltas cometidas_racha,Fuera de juego_racha,Pases exitosos_racha,Pases ges._racha,Posesión de balón en %_racha,Rojo_racha,Tiros a puerta_racha
38,Atlético de Madrid,38,1.7894736842105263,0.7894736842105263,0.5789473684210527,0.2631578947368421,2.054054054054054,0.0,4.918918918918919,50.836756756756756,10.837837837837839,2.121212121212121,84.75756756756758,492.05405405405406,51.557297297297296,0.08108108108108109,12.162162162162161,2.2,0.6,0.6,0.2,0.2,0.8,0.0,5.2,52.754,10.2,2.2,86.648,493.0,54.088,0.0,12.2
1,CA Osasuna,1,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,CA Osasuna,2,1.0,0.5,0.5,0.5,3.0,0.0,6.0,52.14,14.0,1.0,75.96,441.0,56.84,0.0,16.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,6.0,52.14,14.0,1.0,75.96,441.0,56.84,0.0,16.0
3,CA Osasuna,3,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.5,0.0,5.5,48.61,12.0,1.0,75.61,366.0,51.705,0.0,15.5,1.0,0.5,0.5,0.5,0.0,2.5,0.0,5.5,48.61,12.0,1.0,75.61,366.0,51.705,0.0,15.5
4,CA Osasuna,4,1.25,1.75,0.5,0.25,1.6666666666666667,0.0,3.6666666666666665,51.45333333333334,11.0,1.3333333333333333,78.12333333333333,366.6666666666667,48.34,0.0,10.666666666666666,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.0,3.6666666666666665,51.45333333333334,11.0,1.3333333333333333,78.12333333333333,366.6666666666667,48.34,0.0,10.666666666666666
5,CA Osasuna,5,1.2,2.0,0.4,0.2,1.75,0.0,4.25,52.67,13.0,1.75,79.6025,381.5,48.675,0.0,10.5,1.25,1.75,0.5,0.25,0.25,1.75,0.0,4.25,52.67,13.0,1.75,79.6025,381.5,48.675,0.0,10.5
6,CA Osasuna,6,1.3333333333333333,1.8333333333333333,0.5,0.16666666666666666,2.0,0.0,4.2,52.714,13.4,1.4,75.412,346.8,46.676,0.0,9.4,1.2,2.0,0.4,0.2,0.4,2.0,0.0,4.2,52.714,13.4,1.4,75.412,346.8,46.676,0.0,9.4
7,CA Osasuna,7,1.1428571428571428,1.5714285714285714,0.42857142857142855,0.2857142857142857,2.0,0.0,3.8333333333333335,52.105,13.666666666666666,1.6666666666666667,75.315,336.6666666666667,46.093333333333334,0.0,10.0,1.4,2.0,0.6,0.0,0.4,1.8,0.0,3.4,52.098,13.6,1.8,75.186,315.8,43.944,0.0,8.8
8,CA Osasuna,8,1.5,1.625,0.5,0.25,2.142857142857143,0.0,4.0,51.62571428571429,13.285714285714286,1.7142857142857142,75.42999999999999,336.42857142857144,46.42714285714286,0.0,9.857142857142858,1.2,2.0,0.4,0.2,0.4,2.0,0.0,3.4,52.83200000000001,13.8,2.0,75.35800000000002,324.6,44.316,0.0,7.6
9,CA Osasuna,9,1.4444444444444444,1.5555555555555556,0.4444444444444444,0.3333333333333333,2.125,0.0,4.125,50.67875,13.25,2.75,74.33500000000001,319.125,44.62875,0.0,10.0,2.0,1.6,0.6,0.2,0.2,2.4,0.0,4.4,50.214000000000006,14.6,3.6,72.062,290.6,42.402,0.0,9.6
10,CA Osasuna,10,1.4,1.6,0.4,0.3,2.3333333333333335,0.0,3.888888888888889,51.40888888888889,12.88888888888889,2.4444444444444446,73.55666666666667,317.3333333333333,45.83777777777778,0.0,9.555555555555555,1.6,1.4,0.4,0.4,0.2,2.8,0.0,3.6,50.4,12.8,3.0,68.72,266.0,43.568,0.0,8.8
11,CA Osasuna,11,1.4545454545454546,1.4545454545454546,0.45454545454545453,0.2727272727272727,2.3,0.0,4.5,51.083,12.8,2.6,73.924,320.3,46.521,0.0,10.5,1.6,1.2,0.4,0.4,0.2,2.6,0.0,4.8,49.452,12.2,3.8,72.436,293.8,46.366,0.0,11.6
12,CA Osasuna,12,1.4166666666666667,1.3333333333333333,0.5,0.25,2.4545454545454546,0.0,4.454545454545454,50.78272727272727,12.909090909090908,2.3636363636363638,73.30181818181819,305.8181818181818,45.29363636363637,0.09090909090909091,10.454545454545455,1.6,1.0,0.4,0.4,0.2,3.0,0.0,5.2,49.196000000000005,12.0,3.2,70.88600000000001,268.8,44.334,0.2,11.0
13,CA Osasuna,13,1.3076923076923077,1.5384615384615385,0.46153846153846156,0.23076923076923078,2.3333333333333335,0.0,4.666666666666667,50.449999999999996,13.583333333333334,2.1666666666666665,73.55666666666667,307.8333333333333,45.596666666666664,0.08333333333333333,11.25,1.8,1.0,0.6,0.2,0.2,2.6,0.0,5.6,48.804,14.0,2.8,70.934,267.8,44.434,0.2,13.2
14,CA Osasuna,14,1.3571428571428572,1.5714285714285714,0.42857142857142855,0.2857142857142857,2.3076923076923075,0.0,4.538461538461538,49.81230769230769,13.76923076923077,2.076923076923077,73.68230769230769,304.3076923076923,44.78692307692308,0.07692307692307693,10.538461538461538,1.0,1.4,0.4,0.2,0.4,2.6,0.0,5.2,48.426,14.6,1.0,72.638,280.6,45.04,0.2,11.4
15,CA Osasuna,15,1.3333333333333333,1.5333333333333334,0.4,0.3333333333333333,2.5714285714285716,0.0,4.214285714285714,49.69571428571429,13.642857142857142,1.9285714285714286,73.62642857142858,305.5,44.70928571428572,0.07142857142857142,10.071428571428571,1.2,1.6,0.4,0.2,0.4,3.0,0.0,4.8,46.612,15.0,1.0,73.75200000000001,284.2,42.678000000000004,0.2,11.0
16,CA Osasuna,16,1.375,1.5625,0.375,0.375,2.466666666666667,0.0,4.0,49.78866666666667,13.733333333333333,1.8666666666666667,73.19200000000001,300.3333333333333,44.354000000000006,0.06666666666666667,9.866666666666667,1.2,1.4,0.4,0.4,0.2,2.8,0.0,3.0,47.2,15.6,0.4,71.728,260.4,40.019999999999996,0.2,8.6
17,CA Osasuna,17,1.2941176470588236,1.4705882352941178,0.35294117647058826,0.4117647058823529,2.625,0.0,4.25,49.865625,13.6875,2.0,73.763125,309.5,45.1075,0.0625,10.25,1.2,1.8,0.2,0.6,0.2,3.0,0.0,3.8,47.848,15.4,1.2,74.77799999999999,317.6,44.69799999999999,0.0,9.8
18,CA Osasuna,18,1.2777777777777777,1.5,0.3333333333333333,0.3888888888888889,2.5294117647058822,0.0,4.235294117647059,49.805294117647065,13.647058823529411,1.8823529411764706,74.39882352941176,319.11764705882354,45.739411764705885,0.058823529411764705,10.0,1.0,1.8,0.0,0.8,0.2,3.0,0.0,3.2,48.257999999999996,13.8,1.2,76.42,346.2,46.08200000000001,0.0,7.0
19,CA Osasuna,19,1.2105263157894737,1.4736842105263157,0.3157894736842105,0.3684210526315789,2.388888888888889,0.0,4.222222222222222,50.025555555555556,13.444444444444445,1.9444444444444444,74.63277777777779,323.72222222222223,45.995,0.05555555555555555,9.777777777777779,1.2,1.4,0.0,0.8,0.2,2.6,0.0,3.4,50.58,12.6,1.6,77.104,374.2,49.136,0.0,7.8
20,CA Osasuna,20,1.2,1.45,0.3,0.4,2.3157894736842106,0.0,4.0,49.99473684210526,13.473684210526315,1.9473684210526316,75.19315789473684,334.2105263157895,46.16578947368421,0.05263157894736842,9.578947368421053,0.8,1.2,0.0,0.6,0.4,1.6,0.0,3.4,50.83200000000001,13.0,2.0,79.58,414.6,50.244,0.0,8.2
21,CA Osasuna,21,1.1904761904761905,1.4285714285714286,0.2857142857142857,0.42857142857142855,2.35,0.0,4.1,50.218,13.25,1.95,75.53150000000001,336.9,46.4485,0.05,9.7,0.8,1.2,0.0,0.6,0.4,2.0,0.0,4.4,51.50599999999999,11.8,2.2,82.54999999999998,446.6,52.732000000000006,0.0,9.2
22,CA Osasuna,22,1.2272727272727273,1.4090909090909092,0.3181818181818182,0.4090909090909091,2.35,0.0,4.1,50.218,13.25,1.95,75.53150000000001,336.9,46.4485,0.05,9.7,0.6,1.0,0.0,0.6,0.4,1.25,0.0,3.5,51.6275,11.5,1.75,82.60499999999999,446.5,51.81250000000001,0.0,7.5
23,CA Osasuna,23,1.2173913043478262,1.391304347826087,0.30434782608695654,0.43478260869565216,2.4285714285714284,0.0,4.0476190476190474,50.110476190476184,13.095238095238095,1.9047619047619047,75.68571428571428,334.76190476190476,46.17952380952381,0.047619047619047616,9.761904761904763,1.0,1.2,0.2,0.4,0.4,2.0,0.0,3.25,51.4075,10.75,2.0,81.155,401.25,48.050000000000004,0.0,8.75
24,CA Osasuna,24,1.2083333333333333,1.375,0.2916666666666667,0.4583333333333333,2.5,0.0,4.363636363636363,50.220454545454544,13.0,1.8181818181818181,76.00727272727273,336.6818181818182,46.45272727272727,0.045454545454545456,10.181818181818182,1.0,1.0,0.2,0.6,0.2,3.0,0.0,5.0,51.0975,11.0,1.25,82.1925,395.0,48.5125,0.0,12.0
25,CA Osasuna,25,1.16,1.36,0.28,0.44,2.5217391304347827,0.0,4.434782608695652,50.210869565217386,13.130434782608695,1.7826086956521738,76.39782608695653,337.39130434782606,46.38347826086956,0.043478260869565216,10.217391304347826,1.2,1.0,0.2,0.8,0.0,3.5,0.0,6.5,51.2375,11.5,1.0,82.12,352.5,47.417500000000004,0.0,13.25
26,CA Osasuna,26,1.2307692307692308,1.4230769230769231,0.2692307692307692,0.46153846153846156,2.5217391304347827,0.0,4.434782608695652,50.210869565217386,13.130434782608695,1.7826086956521738,76.39782608695653,337.39130434782606,46.38347826086956,0.043478260869565216,10.217391304347826,1.0,1.0,0.2,0.6,0.2,3.6666666666666665,0.0,6.666666666666667,50.16333333333333,12.333333333333334,0.6666666666666666,82.17333333333335,340.6666666666667,45.95000000000001,0.0,13.666666666666666
27,CA Osasuna,27,1.1851851851851851,1.4814814814814814,0.25925925925925924,0.4444444444444444,2.5,0.0,4.375,50.105,13.0,1.875,76.7325,341.0,46.522083333333335,0.041666666666666664,10.25,1.4,1.4,0.2,0.6,0.2,3.25,0.0,5.75,49.54,11.75,1.5,82.73750000000001,361.5,46.89,0.0,13.0
28,CA Osasuna,28,1.1785714285714286,1.5,0.25,0.42857142857142855,2.52,0.0,4.36,49.918800000000005,13.04,1.96,76.4848,336.32,45.89,0.04,10.0,1.0,1.8,0.0,0.6,0.4,3.0,0.0,6.0,48.912499999999994,12.75,2.25,80.68,344.5,44.37,0.0,11.25
29,CA Osasuna,29,1.1379310344827587,1.4482758620689655,0.2413793103448276,0.4482758620689655,2.5,0.0,4.3076923076923075,49.652692307692305,13.26923076923077,1.9615384615384615,76.73,339.7692307692308,46.30307692307693,0.038461538461538464,10.076923076923077,1.0,2.0,0.0,0.4,0.6,2.5,0.0,4.0,46.53,14.75,2.75,80.70500000000001,356.75,45.480000000000004,0.0,9.5
30,CA Osasuna,30,1.1333333333333333,1.4333333333333333,0.23333333333333334,0.4666666666666667,2.4444444444444446,0.0,4.296296296296297,49.89148148148148,13.222222222222221,1.9259259259259258,76.6937037037037,338.3333333333333,46.11148148148148,0.037037037037037035,9.88888888888889,0.8,1.8,0.0,0.4,0.6,2.0,0.0,3.5,48.05500000000001,13.75,2.75,78.39500000000001,343.75,44.5475,0.0,8.0
31,CA Osasuna,31,1.1612903225806452,1.4193548387096775,0.25806451612903225,0.45161290322580644,2.4642857142857144,0.0,4.428571428571429,50.44642857142857,13.25,1.8928571428571428,76.69607142857144,336.39285714285717,46.13285714285714,0.03571428571428571,10.0,1.0,1.8,0.0,0.6,0.4,2.2,0.0,4.4,51.53000000000001,13.8,2.4,78.06800000000001,331.8,44.98,0.0,9.0
32,CA Osasuna,32,1.21875,1.4375,0.28125,0.4375,2.4482758620689653,0.0,4.413793103448276,50.46689655172413,13.379310344827585,1.8620689655172413,76.9041379310345,332.37931034482756,45.80965517241379,0.034482758620689655,10.10344827586207,0.8,1.4,0.2,0.4,0.4,2.2,0.0,4.6,52.20400000000001,15.2,1.8,77.728,291.0,42.39,0.0,9.4
33,CA Osasuna,33,1.2121212121212122,1.393939393939394,0.30303030303030304,0.42424242424242425,2.4,0.0,4.333333333333333,50.466,13.5,1.8,77.23233333333334,337.4,45.94566666666667,0.03333333333333333,10.133333333333333,1.4,1.2,0.4,0.4,0.2,1.8,0.0,4.2,53.20200000000001,15.8,1.0,80.97,342.8,46.224000000000004,0.0,10.8
34,CA Osasuna,34,1.2352941176470589,1.4705882352941178,0.29411764705882354,0.4117647058823529,2.4516129032258065,0.0,4.32258064516129,50.23870967741936,13.516129032258064,1.8064516129032258,77.61387096774195,341.5483870967742,46.259032258064515,0.03225806451612903,10.096774193548388,1.4,0.8,0.6,0.4,0.0,2.2,0.0,4.4,53.286,14.8,1.0,82.21,350.8,46.03,0.0,10.2
35,CA Osasuna,35,1.2285714285714286,1.457142857142857,0.2857142857142857,0.42857142857142855,2.40625,0.0,4.4375,50.23125,13.65625,1.8125,77.82781250000001,344.75,46.455625,0.03125,10.125,1.8,1.6,0.6,0.2,0.2,2.2,0.0,5.2,52.065999999999995,16.0,1.2,83.952,379.4,48.314,0.0,11.4
36,CA Osasuna,36,1.25,1.4166666666666667,0.3055555555555556,0.4166666666666667,2.393939393939394,0.0,4.515151515151516,50.09515151515152,13.606060606060606,1.8181818181818181,77.93909090909092,343.969696969697,46.39090909090909,0.030303030303030304,10.303030303030303,1.8,1.6,0.6,0.2,0.2,2.0,0.0,5.0,48.128,15.6,1.4,84.9,386.4,47.836,0.0,12.0
37,CA Osasuna,37,1.2702702702702702,1.3783783783783783,0.32432432432432434,0.40540540540540543,2.3529411764705883,0.0,4.470588235294118,49.97911764705882,13.558823529411764,1.7941176470588236,77.88647058823528,341.5,46.14617647058824,0.029411764705882353,10.264705882352942,1.8,1.4,0.6,0.2,0.2,1.8,0.0,4.8,47.15,14.6,1.4,83.58399999999999,394.4,48.098,0.0,11.2
38,CA Osasuna,38,1.263157894736842,1.368421052631579,0.3157894736842105,0.42105263157894735,2.3142857142857145,0.0,4.571428571428571,49.85914285714286,13.485714285714286,1.7714285714285714,77.99257142857144,341.0571428571429,46.16542857142857,0.02857142857142857,10.428571428571429,1.6,1.0,0.6,0.2,0.2,1.8,0.0,6.0,46.218,13.4,1.6,82.554,363.0,47.484,0.0,12.2
1,CD Alavés,1,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,CD Alavés,2,0.5,1.0,0.0,0.5,2.0,0.0,3.0,36.26,23.0,3.0,74.55,275.0,38.46,0.0,10.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0,36.26,23.0,3.0,74.55,275.0,38.46,0.0,10.0
3,CD Alavés,3,1.0,1.0,0.3333333333333333,0.3333333333333333,1.5,0.0,3.0,42.385,20.0,2.0,69.995,273.5,39.11,0.5,7.5,0.5,1.0,0.0,0.5,0.5,1.5,0.0,3.0,42.385,20.0,2.0,69.995,273.5,39.11,0.5,7.5
4,CD Alavés,4,1.25,0.75,0.5,0.25,2.3333333333333335,0.0,4.0,43.46666666666667,17.666666666666668,2.3333333333333335,71.69333333333333,274.6666666666667,42.32666666666666,0.3333333333333333,9.666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.0,4.0,43.46666666666667,17.666666666666668,2.3333333333333335,71.69333333333333,274.6666666666667,42.32666666666666,0.3333333333333333,9.666666666666666
5,CD Alavés,5,1.4,1.2,0.4,0.2,2.5,0.0,4.5,44.442499999999995,16.5,2.0,71.5775,260.75,40.39,0.25,11.0,1.25,0.75,0.5,0.25,0.25,2.5,0.0,4.5,44.442499999999995,16.5,2.0,71.5775,260.75,40.39,0.25,11.0
6,CD Alavés,6,1.5,1.1666666666666667,0.5,0.16666666666666666,2.8,0.0,4.6,45.35,16.0,1.6,72.922,288.8,43.53,0.2,12.6,1.4,1.2,0.4,0.2,0.4,2.8,0.0,4.6,45.35,16.0,1.6,72.922,288.8,43.53,0.2,12.6
7,CD Alavés,7,1.5714285714285714,1.4285714285714286,0.42857142857142855,0.14285714285714285,2.8,0.0,4.6,45.35,16.0,1.6,72.922,288.8,43.53,0.2,12.6,1.6,1.0,0.6,0.2,0.2,3.0,0.0,5.0,47.6225,14.25,1.25,72.515,292.25,44.7975,0.25,13.25
8,CD Alavés,8,1.375,1.5,0.375,0.125,2.3333333333333335,0.0,4.5,46.03,15.0,1.5,73.68166666666667,291.0,41.995,0.16666666666666666,12.5,2.0,1.6,0.6,0.0,0.4,2.75,0.0,5.25,47.852500000000006,12.5,1.25,75.525,299.75,43.4375,0.0,15.0
9,CD Alavés,9,1.2222222222222223,1.6666666666666667,0.3333333333333333,0.1111111111111111,2.857142857142857,0.0,4.142857142857143,46.395714285714284,16.285714285714285,1.5714285714285714,71.31857142857143,281.42857142857144,43.34142857142857,0.14285714285714285,12.0,1.6,1.8,0.4,0.0,0.6,3.25,0.0,4.25,48.5925,15.25,1.0,71.03750000000001,286.5,44.102500000000006,0.0,13.75
10,CD Alavés,10,1.3,1.8,0.3,0.1,2.75,0.0,5.0,45.82875,15.875,2.75,71.1775,272.25,42.04,0.125,11.875,1.2,2.4,0.2,0.0,0.8,3.0,0.0,5.5,47.214999999999996,15.25,3.5,70.7775,283.75,43.69,0.0,12.75
11,CD Alavés,11,1.1818181818181819,1.7272727272727273,0.2727272727272727,0.09090909090909091,2.75,0.0,5.0,45.82875,15.875,2.75,71.1775,272.25,42.04,0.125,11.875,1.2,2.4,0.2,0.0,0.8,2.6666666666666665,0.0,5.666666666666667,46.626666666666665,15.666666666666666,4.666666666666667,68.27,244.66666666666666,39.556666666666665,0.0,10.666666666666666
12,CD Alavés,12,1.1666666666666667,1.5833333333333333,0.3333333333333333,0.08333333333333333,2.888888888888889,0.0,4.666666666666667,45.312222222222225,15.666666666666666,2.7777777777777777,71.82555555555557,280.6666666666667,42.794444444444444,0.1111111111111111,12.222222222222221,0.8,2.4,0.0,0.0,1.0,3.0,0.0,4.75,45.265,15.25,4.25,70.455,270.5,41.875,0.0,11.75
13,CD Alavés,13,1.0769230769230769,1.6923076923076923,0.3076923076923077,0.07692307692307693,2.888888888888889,0.0,4.666666666666667,45.312222222222225,15.666666666666666,2.7777777777777777,71.82555555555557,280.6666666666667,42.794444444444444,0.1111111111111111,12.222222222222221,0.6,1.8,0.2,0.0,0.8,4.0,0.0,5.0,43.876666666666665,17.0,5.333333333333333,68.11333333333333,260.0,44.39333333333334,0.0,11.666666666666666
14,CD Alavés,14,1.0714285714285714,1.7142857142857142,0.2857142857142857,0.07142857142857142,2.9,0.0,4.4,45.678999999999995,16.2,2.6,71.814,277.7,42.605000000000004,0.1,11.9,0.6,2.0,0.2,0.0,0.8,3.0,0.0,5.0,44.00666666666666,16.0,5.0,72.96999999999998,269.0,40.88666666666666,0.0,11.666666666666666
15,CD Alavés,15,1.0666666666666667,1.6666666666666667,0.26666666666666666,0.13333333333333333,3.0,0.0,4.0,46.265454545454546,16.454545454545453,2.5454545454545454,71.45272727272727,273.09090909090907,42.00545454545455,0.09090909090909091,11.181818181818182,0.8,1.8,0.2,0.0,0.8,3.6666666666666665,0.0,1.3333333333333333,47.43,18.0,2.0,72.18666666666667,275.3333333333333,41.91333333333333,0.0,9.333333333333334
16,CD Alavés,16,1.125,1.6875,0.25,0.1875,2.8333333333333335,0.0,4.75,45.84916666666667,16.333333333333332,2.4166666666666665,72.01916666666666,277.9166666666667,43.017500000000005,0.08333333333333333,11.75,0.6,1.4,0.2,0.2,0.6,3.0,0.0,4.25,45.89,17.25,1.75,73.7025,289.25,44.9725,0.0,11.5
17,CD Alavés,17,1.1176470588235294,1.6470588235294117,0.23529411764705882,0.23529411764705882,2.8461538461538463,0.0,4.615384615384615,46.089999999999996,16.153846153846153,2.4615384615384617,72.32153846153847,278.9230769230769,43.06153846153846,0.07692307692307693,11.307692307692308,1.0,1.6,0.2,0.4,0.4,2.75,0.0,4.5,47.839999999999996,17.25,1.75,73.4375,275.0,43.6625,0.0,9.25
18,CD Alavés,18,1.1666666666666667,1.6666666666666667,0.2222222222222222,0.2777777777777778,2.7857142857142856,0.0,4.428571428571429,46.732142857142854,16.0,2.4285714285714284,72.66,286.7142857142857,43.699999999999996,0.07142857142857142,10.928571428571429,1.0,1.8,0.0,0.6,0.4,2.6,0.0,4.0,49.288,16.6,1.8,74.162,297.6,45.33,0.0,8.6
19,CD Alavés,19,1.105263157894737,1.631578947368421,0.21052631578947367,0.2631578947368421,2.6666666666666665,0.0,4.4,47.14266666666666,15.933333333333334,2.4,72.278,284.53333333333336,43.618,0.06666666666666667,10.933333333333334,1.4,1.6,0.0,0.8,0.2,2.2,0.0,4.4,50.07,15.4,2.0,73.206,298.2,45.644,0.0,9.0
20,CD Alavés,20,1.2,1.6,0.25,0.25,2.5625,0.0,4.5,47.055,15.9375,2.3125,72.826875,286.875,43.67,0.0625,10.9375,1.2,1.4,0.0,0.8,0.2,1.6,0.0,5.6,48.792,14.8,1.8,75.85,317.2,47.33200000000001,0.0,10.4
21,CD Alavés,21,1.1904761904761905,1.5714285714285714,0.23809523809523808,0.2857142857142857,2.7058823529411766,0.0,4.411764705882353,47.18352941176471,16.41176470588235,2.3125,73.17999999999999,293.05882352941177,44.00176470588235,0.058823529411764705,10.823529411764707,1.6,1.4,0.2,0.6,0.2,2.4,0.0,3.6,50.386,16.6,2.0,75.966,329.4,46.364,0.0,8.6
22,CD Alavés,22,1.1363636363636365,1.5454545454545454,0.22727272727272727,0.2727272727272727,2.6666666666666665,0.0,4.333333333333333,47.711666666666666,16.333333333333332,2.235294117647059,73.46,301.77777777777777,44.330555555555556,0.05555555555555555,10.38888888888889,1.4,1.2,0.2,0.6,0.2,2.2,0.0,3.6,51.928,16.8,1.5,76.42,361.2,47.63,0.0,8.0
23,CD Alavés,23,1.0869565217391304,1.5217391304347827,0.21739130434782608,0.2608695652173913,2.6315789473684212,0.0,4.2105263157894735,47.41684210526316,16.526315789473685,2.7222222222222223,73.43,297.7368421052632,43.79578947368421,0.05263157894736842,10.0,1.2,1.2,0.2,0.4,0.4,2.2,0.0,3.6,49.333999999999996,18.0,3.75,75.586,328.6,44.064,0.0,7.4
24,CD Alavés,24,1.1666666666666667,1.5833333333333333,0.20833333333333334,0.2916666666666667,2.6,0.0,4.4,47.7935,16.5,2.736842105263158,73.438,303.3,44.55,0.05,10.1,0.8,1.0,0.2,0.2,0.6,2.4,0.0,4.4,49.746,18.2,4.0,76.918,359.6,47.346000000000004,0.0,7.6
25,CD Alavés,25,1.12,1.56,0.2,0.28,2.7142857142857144,0.0,4.285714285714286,48.00666666666667,16.428571428571427,2.6,73.69,306.0952380952381,45.02857142857143,0.047619047619047616,10.380952380952381,1.4,1.4,0.2,0.4,0.4,3.2,0.0,3.6,51.052,18.0,3.75,76.452,367.6,49.376000000000005,0.0,8.6
26,CD Alavés,26,1.1153846153846154,1.5384615384615385,0.19230769230769232,0.3076923076923077,2.6818181818181817,0.0,4.409090909090909,48.28545454545454,16.272727272727273,2.619047619047619,73.89181818181818,312.54545454545456,45.53590909090909,0.045454545454545456,10.590909090909092,0.8,1.4,0.0,0.4,0.6,2.6,0.0,4.4,52.032,15.8,3.6,76.312,378.8,50.751999999999995,0.0,9.8
27,CD Alavés,27,1.1111111111111112,1.4814814814814814,0.2222222222222222,0.2962962962962963,2.652173913043478,0.0,4.608695652173913,48.27565217391304,16.17391304347826,2.5454545454545454,74.05304347826088,315.2608695652174,45.87521739130435,0.043478260869565216,10.956521739130435,0.8,1.4,0.0,0.4,0.6,2.6,0.0,5.6,50.306,15.6,3.6,76.188,363.8,51.436,0.0,13.0
28,CD Alavés,28,1.1428571428571428,1.5,0.21428571428571427,0.32142857142857145,2.6666666666666665,0.0,4.458333333333333,48.529583333333335,15.958333333333334,2.5454545454545454,73.92333333333333,310.5833333333333,45.52125,0.125,10.708333333333334,1.0,1.2,0.2,0.4,0.4,2.8,0.0,5.4,52.758,13.8,1.75,75.798,359.4,52.077999999999996,0.4,13.4
29,CD Alavés,29,1.103448275862069,1.5172413793103448,0.20689655172413793,0.3103448275862069,2.6666666666666665,0.0,4.458333333333333,48.529583333333335,15.958333333333334,2.5454545454545454,73.92333333333333,310.5833333333333,45.52125,0.125,10.708333333333334,1.4,1.4,0.2,0.6,0.2,3.0,0.0,4.75,52.21,13.25,1.3333333333333333,76.35,347.0,50.3775,0.5,13.75
30,CD Alavés,30,1.1,1.4666666666666666,0.23333333333333334,0.3,2.68,0.0,4.6,48.542,15.88,2.4782608695652173,73.9916,313.92,45.830799999999996,0.12,10.76,0.8,1.2,0.2,0.4,0.4,2.5,0.0,6.25,51.3525,13.0,1.6666666666666667,75.575,355.0,50.042500000000004,0.5,12.75
31,CD Alavés,31,1.064516129032258,1.4516129032258065,0.22580645161290322,0.2903225806451613,2.769230769230769,0.0,4.538461538461538,48.19230769230769,16.23076923076923,2.4166666666666665,74.25653846153847,311.5,45.549615384615386,0.11538461538461539,10.692307692307692,1.0,1.0,0.4,0.4,0.2,3.25,0.0,5.25,47.68,16.0,1.0,76.2625,305.75,45.625,0.5,11.25
